sequence_id,model,cross_entropy,perplexity
seq6607,deletion,1.4534949,4.2780395
seq6608,deletion,1.3320992,3.7889888
seq6609,deletion,1.5010166,4.4862475
seq6610,deletion,1.153603,3.1695921
seq6611,deletion,1.0634732,2.8964133
seq6612,deletion,1.1780047,3.2478871
seq6613,deletion,1.3892685,4.0119147
seq6614,deletion,1.085488,2.960884
seq6615,deletion,1.0725679,2.9228754
seq6616,deletion,1.2378951,3.4483473
seq6617,deletion,1.4270623,4.1664414
seq6618,deletion,1.3491617,3.8541934
seq6619,deletion,1.1299828,3.0956032
seq6620,deletion,1.2388103,3.451505
seq6621,deletion,1.525374,4.596863
seq6622,deletion,1.3838186,3.9901094
seq6623,deletion,1.3986342,4.0496655
seq6624,deletion,1.334983,3.7999313
seq6625,deletion,1.1376401,3.1193984
seq6626,deletion,1.1185876,3.0605285
seq6627,deletion,1.1892594,3.2846475
seq6628,deletion,1.1712228,3.225935
seq6629,deletion,1.4582882,4.298595
seq6630,deletion,1.5131108,4.5408344
seq6631,deletion,1.0771105,2.9361832
seq6632,deletion,1.200976,3.3233588
seq6633,deletion,1.3620309,3.904114
seq6634,deletion,1.406162,4.0802655
seq6635,deletion,1.2925591,3.6420953
seq6636,deletion,1.3592666,3.893337
seq6637,deletion,1.2536895,3.5032444
seq6638,deletion,1.1455693,3.1442308
seq6639,deletion,1.2961265,3.655111
seq6640,deletion,1.311298,3.7109876
seq6641,deletion,1.2445829,3.4714868
seq6642,deletion,1.1803935,3.2556548
seq6643,deletion,1.2990927,3.6659687
seq6644,deletion,1.3208498,3.746604
seq6645,deletion,1.3079624,3.69863
seq6646,deletion,1.2740965,3.5754695
seq6647,deletion,1.1903695,3.288296
seq6648,deletion,1.1923362,3.2947693
seq6649,deletion,1.1276628,3.0884297
seq6650,deletion,1.2021286,3.3271918
seq6651,deletion,1.1175287,3.0572894
seq6652,deletion,1.1388911,3.123303
seq6653,deletion,1.4200736,4.137425
seq6654,deletion,1.1973145,3.3112128
seq6655,deletion,1.3941531,4.031559
seq6656,deletion,1.2763962,3.5837014
seq6657,deletion,1.1336315,3.1069186
seq6658,deletion,1.299087,3.6659482
seq6659,deletion,1.2530277,3.5009267
seq6660,deletion,1.4027752,4.0664697
seq6661,deletion,1.4364717,4.20583
seq6662,deletion,1.1259356,3.0830998
seq6663,deletion,1.174699,3.237168
seq6664,deletion,1.1144949,3.0480285
seq6665,deletion,1.2027218,3.329166
seq6666,deletion,1.2518743,3.496891
seq6667,deletion,1.1790173,3.2511778
seq6668,deletion,1.1325645,3.1036055
seq6669,deletion,1.210014,3.3535316
seq6670,deletion,1.1356099,3.1130714
seq6671,deletion,1.0837654,2.9557884
seq6672,deletion,1.4319369,4.1868005
seq6673,deletion,1.2934388,3.6453006
seq6674,deletion,1.3459613,3.8418782
seq6675,deletion,1.17821,3.248554
seq6676,deletion,1.2736841,3.5739954
seq6677,deletion,1.2950988,3.6513567
seq6678,deletion,1.3571172,3.884977
seq6679,deletion,1.1303108,3.0966187
seq6680,deletion,1.180482,3.2559433
seq6681,deletion,1.1959832,3.3068075
seq6682,deletion,1.2766742,3.5846977
seq6683,deletion,1.3692285,3.9323153
seq6684,deletion,1.235154,3.4389083
seq6685,deletion,1.2676721,3.552573
seq6686,deletion,1.312881,3.7168665
seq6687,deletion,1.2554569,3.5094416
seq6688,deletion,1.1276506,3.0883923
seq6689,deletion,1.3186808,3.738486
seq6690,deletion,1.3174715,3.733968
seq6691,deletion,1.1722693,3.229313
seq6692,deletion,1.1901778,3.2876658
seq6693,deletion,1.1353066,3.1121278
seq6694,deletion,1.1962676,3.307748
seq6695,deletion,1.2947487,3.6500785
seq6696,deletion,1.2576013,3.516975
seq6697,deletion,1.3400359,3.8191807
seq6698,deletion,1.1049457,3.0190604
seq6699,deletion,1.2591144,3.5223005
seq6700,deletion,1.4620007,4.3145833
seq6701,deletion,1.3830266,3.9869504
seq6702,deletion,1.1339613,3.1079438
seq6703,deletion,1.2577873,3.5176294
seq6704,deletion,1.3484375,3.8514032
seq6705,deletion,1.1482418,3.1526449
seq6706,deletion,1.4086119,4.090274
seq6707,deletion,1.1164613,3.0540276
seq6708,deletion,1.4668266,4.3354554
seq6709,deletion,1.2898585,3.6322727
seq6710,deletion,1.0908235,2.9767246
seq6711,deletion,1.2078843,3.3463972
seq6712,deletion,1.4292713,4.1756554
seq6713,deletion,1.358202,3.889194
seq6714,deletion,1.1425303,3.13469
seq6715,deletion,1.4428235,4.23263
seq6716,deletion,1.5408893,4.6687403
seq6717,deletion,1.2938211,3.6466944
seq6718,deletion,1.3747439,3.9540641
seq6719,deletion,1.2777886,3.5886953
seq6720,deletion,1.2782673,3.5904129
seq6721,deletion,1.3022643,3.6776147
seq6722,deletion,1.0692419,2.91317
seq6723,deletion,1.338999,3.8152227
seq6724,deletion,1.3584969,3.8903415
seq6725,deletion,1.318901,3.7393093
seq6726,deletion,1.3424027,3.8282306
seq6727,deletion,1.1277255,3.0886233
seq6728,deletion,1.3152301,3.725608
seq6729,deletion,1.1092496,3.0320823
seq6730,deletion,1.35328,3.8700986
seq6731,deletion,1.2375777,3.4472528
seq6732,deletion,1.3699013,3.9349623
seq6733,deletion,1.3912432,4.019844
seq6734,deletion,1.1251086,3.0805514
seq6735,deletion,1.4454733,4.2438602
seq6736,deletion,1.2856139,3.6168878
seq6737,deletion,1.2485492,3.4852831
seq6738,deletion,1.3252887,3.7632716
seq6739,deletion,1.1314448,3.1001322
seq6740,deletion,1.1312344,3.09948
seq6741,deletion,1.2143091,3.3679662
seq6742,deletion,1.0858108,2.9618402
seq6743,deletion,1.1959807,3.306799
seq6744,deletion,1.1967775,3.309435
seq6745,deletion,1.0604877,2.887779
seq6746,deletion,1.4218773,4.144894
seq6747,deletion,1.1308978,3.0984368
seq6748,deletion,1.3843439,3.9922054
seq6749,deletion,1.334359,3.797561
seq6750,deletion,1.1803689,3.255575
seq6751,deletion,1.2607348,3.528013
seq6752,deletion,1.122592,3.0728085
seq6753,deletion,1.3037546,3.6830993
seq6754,deletion,1.2838994,3.6106918
seq6755,deletion,1.3425288,3.8287132
seq6756,deletion,1.2954133,3.652505
seq6757,deletion,1.3444856,3.8362129
seq6758,deletion,1.3253361,3.76345
seq6759,deletion,1.1863403,3.2750733
seq6760,deletion,1.1229258,3.0738342
seq6761,deletion,1.1189183,3.0615406
seq6762,deletion,1.3689841,3.931355
seq6763,deletion,1.5042192,4.500638
seq6764,deletion,1.1842638,3.2682798
seq6765,deletion,1.4109039,4.0996594
seq6766,deletion,1.119394,3.0629973
seq6767,deletion,1.2648398,3.542525
seq6768,deletion,1.0955325,2.9907746
seq6769,deletion,1.0714594,2.9196372
seq6770,deletion,1.4348906,4.199186
seq6771,deletion,1.1339797,3.1080008
seq6772,deletion,1.4696268,4.3476124
seq6773,deletion,1.4667463,4.3351073
seq6774,deletion,1.2938128,3.646664
seq6775,deletion,1.4037136,4.070287
seq6776,deletion,1.3155314,3.7267306
seq6777,deletion,1.2100092,3.3535154
seq6778,deletion,1.1380928,3.1208105
seq6779,deletion,1.2570242,3.514946
seq6780,deletion,1.2038535,3.3329356
seq6781,deletion,1.2119392,3.359994
seq6782,deletion,1.3700287,3.9354637
seq6783,deletion,1.2634505,3.5376072
seq6784,deletion,1.1317737,3.1011522
seq6785,deletion,1.1855733,3.2725623
seq6786,deletion,1.3486627,3.8522704
seq6787,deletion,1.0886079,2.9701364
seq6788,deletion,1.2958052,3.653937
seq6789,deletion,1.2786299,3.5917156
seq6790,deletion,1.079991,2.9446528
seq6791,deletion,1.1297195,3.094788
seq6792,deletion,1.121341,3.0689669
seq6793,deletion,1.1044635,3.017605
seq6794,deletion,1.4703451,4.3507366
seq6795,deletion,1.1347127,3.1102798
seq6796,deletion,1.2175685,3.378962
seq6797,deletion,1.1378843,3.1201596
seq6798,deletion,1.3395708,3.8174045
seq6799,deletion,1.3763857,3.960561
seq6800,deletion,1.2911938,3.6371262
seq6801,deletion,1.1369724,3.1173162
seq6802,deletion,1.2799467,3.596448
seq6803,deletion,1.1307966,3.0981233
seq6804,deletion,1.20806,3.3469853
seq6805,deletion,1.1213275,3.0689254
seq6806,deletion,1.2788019,3.5923333
seq6807,deletion,1.3502958,3.8585668
seq6808,deletion,1.5019467,4.490422
seq6809,deletion,1.0848092,2.958875
seq6810,deletion,1.2563635,3.5126245
seq6811,deletion,1.1526127,3.166455
seq6812,deletion,1.4215765,4.143648
seq6813,deletion,1.1839468,3.267244
seq6814,deletion,1.1201469,3.0653043
seq6815,deletion,1.3458622,3.8414972
seq6816,deletion,1.2928568,3.6431794
seq6817,deletion,1.3603917,3.8977199
seq6818,deletion,1.3280513,3.7736826
seq6819,deletion,1.0624484,2.8934467
seq6820,deletion,1.120735,3.0671077
seq6821,deletion,1.2838936,3.6106708
seq6822,deletion,1.2197659,3.386395
seq6823,deletion,1.1570681,3.1805944
seq6824,deletion,1.2784384,3.5910277
seq6825,deletion,1.1414865,3.1314197
seq6826,deletion,1.2337887,3.4342163
seq6827,deletion,1.1252663,3.081037
seq6828,deletion,1.0574396,2.87899
seq6829,deletion,1.1261839,3.0838656
seq6830,deletion,1.1694655,3.220271
seq6831,deletion,1.1542155,3.1715343
seq6832,deletion,1.2429085,3.4656785
seq6833,deletion,1.1226177,3.0728877
seq6834,deletion,1.1073043,3.0261898
seq6835,deletion,1.4825265,4.4040585
seq6836,deletion,1.2537669,3.5035155
seq6837,deletion,1.1091157,3.0316763
seq6838,deletion,1.4041791,4.072182
seq6839,deletion,1.1892601,3.2846498
seq6840,deletion,1.1551478,3.1744926
seq6841,deletion,1.264048,3.5397215
seq6842,deletion,1.4109014,4.0996494
seq6843,deletion,1.079257,2.9424922
seq6844,deletion,1.3424642,3.828466
seq6845,deletion,1.4520336,4.271793
seq6846,deletion,1.4465852,4.2485814
seq6847,deletion,1.366299,3.920813
seq6848,deletion,1.3534975,3.8709404
seq6849,deletion,1.4647312,4.32638
seq6850,deletion,1.2903125,3.633922
seq6851,deletion,1.3720471,3.9434147
seq6852,deletion,1.0910238,2.9773207
seq6853,deletion,1.3540468,3.8730674
seq6854,deletion,1.3867636,4.0018773
seq6855,deletion,1.2594606,3.5235205
seq6856,deletion,1.1572998,3.1813314
seq6857,deletion,1.4392122,4.2173724
seq6858,deletion,1.0909319,2.977047
seq6859,deletion,1.0519468,2.8632195
seq6860,deletion,1.4374658,4.2100134
seq6861,deletion,1.163622,3.201508
seq6862,deletion,1.4972205,4.4692497
seq6863,deletion,1.139174,3.1241865
seq6864,deletion,1.3016276,3.6752737
seq6865,deletion,1.3538924,3.8724694
seq6866,deletion,1.1841671,3.267964
seq6867,deletion,1.1327403,3.104151
seq6868,deletion,1.2955973,3.6531773
seq6869,deletion,1.0943636,2.9872808
seq6870,deletion,1.1629244,3.1992755
seq6871,deletion,1.2663475,3.5478702
seq6872,deletion,1.2892545,3.6300795
seq6873,deletion,1.2924349,3.6416428
seq6874,deletion,1.1040537,3.0163686
seq6875,deletion,1.2001694,3.3206797
seq6876,deletion,1.1406858,3.1289134
seq6877,deletion,1.3243583,3.759772
seq6878,deletion,1.3432546,3.831493
seq6879,deletion,1.1634166,3.2008507
seq6880,deletion,1.2450689,3.473174
seq6881,deletion,1.2823617,3.6051443
seq6882,deletion,1.255234,3.5086591
seq6883,deletion,1.3178489,3.7353776
seq6884,deletion,1.2267942,3.4102793
seq6885,deletion,1.2062165,3.3408208
seq6886,deletion,1.2156173,3.3723752
seq6887,deletion,1.300449,3.6709445
seq6888,deletion,1.1644442,3.2041416
seq6889,deletion,1.2848537,3.614139
seq6890,deletion,1.3266997,3.7685854
seq6891,deletion,1.0662055,2.9043376
seq6892,deletion,1.1043645,3.0173063
seq6893,deletion,1.0889907,2.9712734
seq6894,deletion,1.3551396,3.8773024
seq6895,deletion,1.1757684,3.2406318
seq6896,deletion,1.3773998,3.9645796
seq6897,deletion,1.2055542,3.338609
seq6898,deletion,1.2036815,3.3323622
seq6899,deletion,1.2713295,3.5655897
seq6900,deletion,1.4767616,4.3787427
seq6901,deletion,1.3829129,3.986497
seq6902,deletion,1.2839305,3.6108043
seq6903,deletion,1.1156707,3.051614
seq6904,deletion,1.1259407,3.0831156
seq6905,deletion,1.2815338,3.6021607
seq6906,deletion,1.439509,4.218624
seq6907,deletion,1.2826296,3.60611
seq6908,deletion,1.3412284,3.8237376
seq6909,deletion,1.1918436,3.293147
seq6910,deletion,1.3820487,3.9830534
seq6911,deletion,1.0977368,2.9973748
seq6912,deletion,1.459274,4.302835
seq6913,deletion,1.2517287,3.4963818
seq6914,deletion,1.222345,3.39514
seq6915,deletion,1.3038782,3.6835544
seq6916,deletion,1.1958896,3.3064978
seq6917,deletion,1.1624931,3.1978962
seq6918,deletion,1.5150499,4.5496483
seq6919,deletion,1.4467264,4.2491817
seq6920,deletion,1.3541057,3.8732953
seq6921,deletion,1.1160938,3.0529056
seq6922,deletion,1.3453646,3.839586
seq6923,deletion,1.3142905,3.7221093
seq6924,deletion,1.2183126,3.381477
seq6925,deletion,1.3588142,3.891576
seq6926,deletion,1.1017566,3.0094476
seq6927,deletion,1.0553485,2.8729763
seq6928,deletion,1.126039,3.0834188
seq6929,deletion,1.2742077,3.5758674
seq6930,deletion,1.2021236,3.327175
seq6931,deletion,1.252721,3.4998531
seq6932,deletion,1.2810262,3.6003327
seq6933,deletion,1.4230828,4.149894
seq6934,deletion,1.2112489,3.3576753
seq6935,deletion,1.3507078,3.8601568
seq6936,deletion,1.270102,3.5612159
seq6937,deletion,1.0960486,2.9923186
seq6938,deletion,1.3939826,4.0308714
seq6939,deletion,1.1131849,3.044038
seq6940,deletion,1.3706635,3.9379628
seq6941,deletion,1.3527528,3.868059
seq6942,deletion,1.1540442,3.1709907
seq6943,deletion,1.1980296,3.3135815
seq6944,deletion,1.2489816,3.4867902
seq6945,deletion,1.2571361,3.5153394
seq6946,deletion,1.2908056,3.6357143
seq6947,deletion,1.3813583,3.980304
seq6948,deletion,1.2057896,3.3393948
seq6949,deletion,1.1220199,3.071051
seq6950,deletion,1.2538079,3.503659
seq6951,deletion,1.1765381,3.243127
seq6952,deletion,1.0695846,2.9141684
seq6953,deletion,1.4198065,4.1363196
seq6954,deletion,1.0734788,2.9255393
seq6955,deletion,1.4274982,4.168258
seq6956,deletion,1.2031288,3.330521
seq6957,deletion,1.0698909,2.9150612
seq6958,deletion,1.0798496,2.9442365
seq6959,deletion,1.3597214,3.8951082
seq6960,deletion,1.1709567,3.2250767
seq6961,deletion,1.2731787,3.5721896
seq6962,deletion,1.233935,3.4347186
seq6963,deletion,1.1516075,3.1632738
seq6964,deletion,1.1402764,3.1276329
seq6965,deletion,1.224307,3.4018075
seq6966,deletion,1.1603138,3.1909344
seq6967,deletion,1.1941205,3.3006535
seq6968,deletion,1.4303774,4.1802764
seq6969,deletion,1.3516476,3.8637865
seq6970,deletion,1.4106646,4.0986786
seq6971,deletion,1.2030258,3.3301783
seq6972,deletion,1.4265211,4.164187
seq6973,deletion,1.2467853,3.4791405
seq6974,deletion,1.3606167,3.898597
seq6975,deletion,1.45068,4.266014
seq6976,deletion,1.4523247,4.273037
seq6977,deletion,1.1060756,3.0224738
seq6978,deletion,1.4526033,4.274227
seq6979,deletion,1.4881569,4.4289255
seq6980,deletion,1.3897038,4.013661
seq6981,deletion,1.2619014,3.5321312
seq6982,deletion,1.3297899,3.7802494
seq6983,deletion,1.189937,3.2868743
seq6984,deletion,1.1476717,3.1508482
seq6985,deletion,1.1928048,3.2963135
seq6986,deletion,1.054173,2.8696008
seq6987,deletion,1.1664389,3.2105393
seq6988,deletion,1.2788867,3.5926375
seq6989,deletion,1.2909399,3.6362026
seq6990,deletion,1.4511602,4.2680635
seq6991,deletion,1.3636135,3.9102976
seq6992,deletion,1.1960944,3.307175
seq6993,deletion,1.0808424,2.947161
seq6994,deletion,1.2108549,3.3563528
seq6995,deletion,1.3928667,4.026376
seq6996,deletion,1.1129893,3.0434422
seq6997,deletion,1.414652,4.1150546
seq6998,deletion,1.090408,2.9754877
seq6999,deletion,1.5132037,4.5412564
seq7000,deletion,1.1273831,3.087566
seq7001,deletion,1.1070985,3.0255666
seq7002,deletion,1.3814607,3.9807117
seq7003,deletion,1.1241204,3.0775084
seq7004,deletion,1.4252714,4.1589866
seq7005,deletion,1.3506569,3.85996
seq7006,deletion,1.2617329,3.531536
seq7007,deletion,1.1924746,3.2952251
seq7008,deletion,1.2699052,3.560515
seq7009,deletion,1.2028158,3.329479
seq7010,deletion,1.2897488,3.631874
seq7011,deletion,1.198912,3.3165066
seq7012,deletion,1.0915823,2.9789839
seq7013,deletion,1.3524883,3.8670356
seq7014,deletion,1.2971848,3.6589816
seq7015,deletion,1.0870692,2.9655695
seq7016,deletion,1.3465447,3.84412
seq7017,deletion,1.2077848,3.346064
seq7018,deletion,1.1095432,3.0329723
seq7019,deletion,1.2010177,3.3234975
seq7020,deletion,1.1105015,3.0358803
seq7021,deletion,1.24272,3.4650257
seq7022,deletion,1.1355051,3.112745
seq7023,deletion,1.3803616,3.9763393
seq7024,deletion,1.1626868,3.1985157
seq7025,deletion,1.1440609,3.1394913
seq7026,deletion,1.266252,3.5475318
seq7027,deletion,1.1864568,3.275455
seq7028,deletion,1.470412,4.3510275
seq7029,deletion,1.1785661,3.249711
seq7030,deletion,1.2909935,3.6363974
seq7031,deletion,1.235068,3.4386122
seq7032,deletion,1.4216259,4.143852
seq7033,deletion,1.0852538,2.960191
seq7034,deletion,1.2950058,3.6510172
seq7035,deletion,1.122523,3.072596
seq7036,deletion,1.1946999,3.3025663
seq7037,deletion,1.3050978,3.68805
seq7038,deletion,1.2985812,3.6640947
seq7039,deletion,1.4491575,4.2595243
seq7040,deletion,1.2565787,3.5133805
seq7041,deletion,1.1172733,3.0565085
seq7042,deletion,1.3228592,3.7541397
seq7043,deletion,1.2742221,3.5759192
seq7044,deletion,1.2903526,3.6340673
seq7045,deletion,1.3572651,3.885552
seq7046,deletion,1.1983311,3.3145804
seq7047,deletion,1.2608868,3.5285492
seq7048,deletion,1.3854716,3.99671
seq7049,deletion,1.1264071,3.084554
seq7050,deletion,1.1888204,3.2832057
seq7051,deletion,1.3293046,3.7784147
seq7052,deletion,1.2944316,3.6489213
seq7053,deletion,1.1949314,3.3033311
seq7054,deletion,1.1008576,3.0067434
seq7055,deletion,1.3114123,3.711412
seq7056,deletion,1.2910316,3.6365361
seq7057,deletion,1.148195,3.1524978
seq7058,deletion,1.2502152,3.491094
seq7059,deletion,1.1336038,3.1068327
seq7060,deletion,1.2500038,3.4903562
seq7061,deletion,1.3358691,3.8033
seq7062,deletion,1.3166798,3.731013
seq7063,deletion,1.1777151,3.2469466
seq7064,deletion,1.2424194,3.463984
seq7065,deletion,1.1046444,3.018151
seq7066,deletion,1.102603,3.0119958
seq7067,deletion,1.3199818,3.7433536
seq7068,deletion,1.331357,3.7861776
seq7069,deletion,1.2588744,3.5214555
seq7070,deletion,1.0663295,2.9046981
seq7071,deletion,1.1262281,3.0840023
seq7072,deletion,1.3311303,3.7853193
seq7073,deletion,1.4547967,4.2836123
seq7074,deletion,1.2868007,3.621183
seq7075,deletion,1.2059517,3.339936
seq7076,deletion,1.2036245,3.3321726
seq7077,deletion,1.3940842,4.031281
seq7078,deletion,1.1774083,3.2459507
seq7079,deletion,1.2830812,3.607739
seq7080,deletion,1.0855901,2.9611866
seq7081,deletion,1.3465778,3.844247
seq7082,deletion,1.1246068,3.0790062
seq7083,deletion,1.3304725,3.7828302
seq7084,deletion,1.2091215,3.3505397
seq7085,deletion,1.2025956,3.3287456
seq7086,deletion,1.1433747,3.1373382
seq7087,deletion,1.1394242,3.1249685
seq7088,deletion,1.3672028,3.9243581
seq7089,deletion,1.4684992,4.3427124
seq7090,deletion,1.1818464,3.2603884
seq7091,deletion,1.2434891,3.4676917
seq7092,deletion,1.1352972,3.112098
seq7093,deletion,1.2020065,3.3267853
seq7094,deletion,1.0613527,2.890278
seq7095,deletion,1.1988301,3.316235
seq7096,deletion,1.4142998,4.1136055
seq7097,deletion,1.146682,3.1477315
seq7098,deletion,1.1271436,3.0868268
seq7099,deletion,1.3993915,4.0527334
seq7100,deletion,1.112891,3.043143
seq7101,deletion,1.2919432,3.6398523
seq7102,deletion,1.1049057,3.0189397
seq7103,deletion,1.2072676,3.3443341
seq7104,deletion,1.1789254,3.250879
seq7105,deletion,1.3664999,3.9216006
seq7106,deletion,1.2556924,3.5102677
seq7107,deletion,1.2503921,3.4917116
seq7108,deletion,1.3374094,3.8091626
seq7109,deletion,1.1995264,3.3185449
seq7110,deletion,1.1876782,3.2794583
seq7111,deletion,1.3446583,3.8368752
seq7112,deletion,1.188666,3.282699
seq7113,deletion,1.2991661,3.6662383
seq7114,deletion,1.255097,3.508179
seq7115,deletion,1.4058255,4.0788927
seq7116,deletion,1.3876617,4.0054727
seq7117,deletion,1.2165114,3.3753917
seq7118,deletion,1.2468474,3.4793563
seq7119,deletion,1.4064252,4.08134
seq7120,deletion,1.2974782,3.6600552
seq7121,deletion,1.128014,3.0895145
seq7122,deletion,1.3275853,3.7719245
seq7123,deletion,1.3186815,3.7384892
seq7124,deletion,1.3280346,3.7736194
seq7125,deletion,1.1051503,3.0196784
seq7126,deletion,1.1893457,3.2849312
seq7127,deletion,1.1552995,3.1749744
seq7128,deletion,1.3961301,4.039537
seq7129,deletion,1.4551612,4.2851744
seq7130,deletion,1.1171217,3.0560453
seq7131,deletion,1.2378722,3.4482687
seq7132,deletion,1.3683103,3.928707
seq7133,deletion,1.1111219,3.0377643
seq7134,deletion,1.0883844,2.9694724
seq7135,deletion,1.3218247,3.7502582
seq7136,deletion,1.2459211,3.4761355
seq7137,deletion,1.101038,3.0072858
seq7138,deletion,1.2313919,3.4259949
seq7139,deletion,1.2813765,3.6015937
seq7140,deletion,1.4304658,4.180646
seq7141,deletion,1.1683798,3.2167766
seq7142,deletion,1.212416,3.3615968
seq7143,deletion,1.3122417,3.7144911
seq7144,deletion,1.4317998,4.1862264
seq7145,deletion,1.1855366,3.272442
seq7146,deletion,1.1128744,3.043093
seq7147,deletion,1.1495407,3.1567426
seq7148,deletion,1.0935135,2.9847424
seq7149,deletion,1.0667194,2.9058309
seq7150,deletion,1.4242857,4.1548886
seq7151,deletion,1.4086642,4.090488
seq7152,deletion,1.191854,3.293181
seq7153,deletion,1.2894924,3.630943
seq7154,deletion,1.3394897,3.817095
seq7155,deletion,1.4727973,4.3614182
seq7156,deletion,1.1514255,3.162698
seq7157,deletion,1.0985202,2.9997234
seq7158,deletion,1.3829795,3.9867623
seq7159,deletion,1.2462395,3.4772422
seq7160,deletion,1.1465683,3.1473737
seq7161,deletion,1.5189184,4.5672827
seq7162,deletion,1.3969101,4.0426893
seq7163,deletion,1.3894117,4.012489
seq7164,deletion,1.2062541,3.3409464
seq7165,deletion,1.2716271,3.566651
seq7166,deletion,1.351166,3.8619258
seq7167,deletion,1.3769966,3.9629817
seq7168,deletion,1.3736057,3.949566
seq7169,deletion,1.312078,3.7138832
seq7170,deletion,1.1977047,3.3125048
seq7171,deletion,1.3678782,3.9270093
seq7172,deletion,1.3303179,3.7822454
seq7173,deletion,1.2532763,3.5017972
seq7174,deletion,1.1737573,3.2341213
seq7175,deletion,1.0576885,2.8797064
seq7176,deletion,1.168351,3.216684
seq7177,deletion,1.1101947,3.034949
seq7178,deletion,1.135186,3.111752
seq7179,deletion,1.2950151,3.651051
seq7180,deletion,1.1601442,3.1903934
seq7181,deletion,1.214812,3.3696606
seq7182,deletion,1.1740699,3.2351325
seq7183,deletion,1.3350995,3.800374
seq7184,deletion,1.3163308,3.729711
seq7185,deletion,1.1995888,3.3187518
seq7186,deletion,1.3632287,3.908793
seq7187,deletion,1.3913035,4.0200872
seq7188,deletion,1.4369,4.207632
seq7189,deletion,1.2281032,3.4147463
seq7190,deletion,1.0639634,2.8978333
seq7191,deletion,1.2559386,3.5111327
seq7192,deletion,1.1955341,3.3053226
seq7193,deletion,1.3062713,3.6923804
seq7194,deletion,1.3283557,3.7748313
seq7195,deletion,1.3061506,3.6919346
seq7196,deletion,1.3488343,3.8529313
seq7197,deletion,1.1657829,3.2084339
seq7198,deletion,1.4827826,4.4051867
seq7199,deletion,1.5073092,4.5145664
seq7200,deletion,1.2786758,3.59188
seq7201,deletion,1.3187195,3.738631
seq7202,deletion,1.1564568,3.1786509
seq7203,deletion,1.4750229,4.371136
seq7204,deletion,1.1142923,3.0474105
seq7205,deletion,1.1232412,3.0748038
seq7206,deletion,1.2349699,3.4382749
seq7207,deletion,1.3719628,3.9430826
seq7208,deletion,1.3315426,3.7868805
seq7209,deletion,1.1270843,3.0866435
seq7210,deletion,1.3504826,3.8592875
seq7211,deletion,1.1971508,3.3106706
seq7212,deletion,1.1194314,3.0631118
seq7213,deletion,1.3105726,3.7082965
seq7214,deletion,1.0893788,2.9724271
seq7215,deletion,1.0868934,2.9650483
seq7216,deletion,1.391939,4.0226426
seq7217,deletion,1.5072551,4.5143223
seq7218,deletion,1.2234665,3.39895
seq7219,deletion,1.2994177,3.6671605
seq7220,deletion,1.2758329,3.5816832
seq7221,deletion,1.2859318,3.618038
seq7222,deletion,1.2760832,3.58258
seq7223,deletion,1.1391085,3.1239822
seq7224,deletion,1.3475194,3.8478687
seq7225,deletion,1.4477956,4.253727
seq7226,deletion,1.3250277,3.7622895
seq7227,deletion,1.1585058,3.1851702
seq7228,deletion,1.0943432,2.9872198
seq7229,deletion,1.4247607,4.1568627
seq7230,deletion,1.4041466,4.07205
seq7231,deletion,1.2115533,3.358698
seq7232,deletion,1.163477,3.2010438
seq7233,deletion,1.2855817,3.616771
seq7234,deletion,1.4132292,4.109204
seq7235,deletion,1.2914746,3.6381474
seq7236,deletion,1.3161155,3.7289085
seq7237,deletion,1.293184,3.644372
seq7238,deletion,1.4483092,4.2559123
seq7239,deletion,1.2751374,3.579193
seq7240,deletion,1.0960361,2.9922812
seq7241,deletion,1.1819139,3.2606084
seq7242,deletion,1.4374449,4.209925
seq7243,deletion,1.3004178,3.6708298
seq7244,deletion,1.3373642,3.8089905
seq7245,deletion,1.2559681,3.511236
seq7246,deletion,1.1772408,3.245407
seq7247,deletion,1.1476567,3.150801
seq7248,deletion,1.1268828,3.0860214
seq7249,deletion,1.1689335,3.218558
seq7250,deletion,1.3904564,4.0166826
seq7251,deletion,1.3183563,3.7372735
seq7252,deletion,1.2613024,3.5300162
seq7253,deletion,1.2849753,3.6145785
seq7254,deletion,1.0755484,2.9316
seq7255,deletion,1.1142406,3.0472536
seq7256,deletion,1.0730113,2.9241714
seq7257,deletion,1.1029093,3.012919
seq7258,deletion,1.3089002,3.7021003
seq7259,deletion,1.0724584,2.9225554
seq7260,deletion,1.5186701,4.5661483
seq7261,deletion,1.191924,3.2934115
seq7262,deletion,1.2659588,3.5464914
seq7263,deletion,1.4027632,4.066421
seq7264,deletion,1.1976832,3.3124335
seq7265,deletion,1.2162079,3.3743675
seq7266,deletion,1.332237,3.789511
seq7267,deletion,1.2011979,3.3240964
seq7268,deletion,1.1047294,3.0184076
seq7269,deletion,1.2775266,3.5877547
seq7270,deletion,1.3940572,4.031172
seq7271,deletion,1.2972614,3.6592615
seq7272,deletion,1.1287915,3.0919175
seq7273,deletion,1.3043905,3.6854422
seq7274,deletion,1.2501574,3.4908922
seq7275,deletion,1.2573944,3.5162477
seq7276,deletion,1.314876,3.7242887
seq7277,deletion,1.333701,3.795063
seq7278,deletion,1.136381,3.115473
seq7279,deletion,1.1803284,3.2554429
seq7280,deletion,1.1778277,3.2473125
seq7281,deletion,1.4340769,4.1957703
seq7282,deletion,1.351291,3.8624086
seq7283,deletion,1.2497122,3.4893386
seq7284,deletion,1.1040964,3.0164976
